name_part1,name_part2,name_fluid1,material_group,name_mold_mat,name_disp_1,wf_disp_1,name_bind1,wf_bind_1,temp_cold,cooling_rate,time_sub,time_sinter_1,temp_sinter_1,vf_total,porosity
Al2O3,,water,Ceramic,silicone,Kalium polyacrylate Lopon 895,0.02,PVA,,,0.0,,0.5,873.0,0.37,0.4638
Al2O3,CuO,water,Ceramic,polyethylene,sodium polymethacrylate,0.01,,,253.0,0.0,48.0,1.0,873.0,0.3,0.52
Al2O3,,water,Ceramic,silicone,Kalium polyacrylate Lopon 895,0.02,PVA,,,0.0,,0.5,873.0,0.37,0.5454
Al2O3,,water,Ceramic,PTFE,Darvan C,0.005,poly-(2-ethyl-2-oxazoline,0.05,,0.0,96.0,4.0,723.0,0.15,0.82
Al2O3,,water,Ceramic,PTFE,Darvan C,0.005,poly-(2-ethyl-2-oxazoline,0.05,,0.0,96.0,4.0,723.0,0.25,0.72
Al2O3,,water,Ceramic,PTFE,Darvan C,0.005,poly-(2-ethyl-2-oxazoline,0.05,,0.0,96.0,4.0,723.0,0.35,0.64
Al2O3,,water,Ceramic,PTFE,Darvan C,0.005,poly-(2-ethyl-2-oxazoline,0.05,,0.0,96.0,4.0,723.0,0.15,0.79
Al2O3,,water,Ceramic,PTFE,Darvan C,0.005,poly-(2-ethyl-2-oxazoline,0.05,,0.0,96.0,4.0,723.0,0.25,0.64
Al2O3,,water,Ceramic,PTFE,Darvan C,0.005,poly-(2-ethyl-2-oxazoline,0.05,,0.0,96.0,4.0,723.0,0.35,0.54
Al2O3,,water,Ceramic,PTFE,Darvan C,0.005,poly-(2-ethyl-2-oxazoline,0.05,,0.0,96.0,4.0,723.0,0.25,0.75
Ti,,water,Metal,,NOI,,agar,0.002,256.0,0.0,24.0,,573.0,0.24,0.62
Ti,,camphene,Metal,aluminum,Hypermer KD 4,0.01,,,,0.0,,2.0,1773.0,0.25,0.52
Ti,,camphene,Metal,aluminum,Hypermer KD 4,0.01,,,,0.0,,2.0,1773.0,0.2,0.6
Ti,,camphene,Metal,aluminum,Hypermer KD 4,0.01,,,,0.0,,2.0,1773.0,0.15,0.71
TiH2,,camphene,Metal,polyethylene,Hypermer KD 4,0.01,,,306.0,0.0,,2.0,873.0,0.25,0.49
Ti,,water,Metal,,,,,,318.5,0.0,,,,0.2,0.51
Ti,,water,Metal,,,,,,318.5,0.0,,,,0.2,0.69
TiH2,,camphene,Metal,polyethylene,Hypermer KD 4,0.01,,,306.0,0.0,,2.0,873.0,0.15,0.63
TiH2,,camphene,Metal,aluminum,Hypermer KD 4,0.01,,,315.0,0.0,,2.0,873.0,0.1,0.64
Ti,,camphene,Metal,,,,,,,,,2.0,1523.0,0.15,0.72
Ti,,camphene,Metal,,,,,,,,,2.0,1523.0,0.2,0.6
Ti,,camphene,Metal,,,,,,,,,2.0,1523.0,0.25,0.52
Ti,,water,Metal,glass,,,agar,0.02,,0.0,24.0,2.0,1573.0,0.22,0.63
Ti,,camphene,Metal,aluminum,Hypermer KD 4,0.01,,,,0.0,,2.0,1773.0,0.1,0.75
Ti,,camphene,Metal,aluminum,,,,,,0.0,,2.0,1773.0,0.3,0.07
Ti,,camphene,Metal,aluminum,,,,,,0.0,,2.0,1773.0,0.3,0.13
Ti,,camphene,Metal,aluminum,,,,,,0.0,,2.0,1773.0,0.3,0.19
Ti,,water,Metal,glass,,,agar,0.002,268.0,0.0,0.0,,1273.0,0.22,0.513
Ti,,water,Metal,glass,,,agar,0.002,268.0,0.0,,,1273.0,0.22,0.527
TiH2,,camphene,Metal,aluminum,Hypermer KD 4,0.01,,,,0.0,,2.0,873.0,0.4,0.35
TiH2,,camphene,Metal,aluminum,Hypermer KD 4,0.01,,,,0.0,,2.0,873.0,0.25,0.55
TiH2,,camphene,Metal,aluminum,Hypermer KD 4,0.01,,,,0.0,,2.0,873.0,0.1,0.75
Ti,,camphene,Metal,aluminum,Hypermer KD 4,0.01,,,,0.0,,2.0,1773.0,0.3,0.33
Ti,,water,Metal,,NOI,,agar,0.002,256.0,0.0,24.0,,573.0,0.24,0.62
Ti,,water,Metal,,NOI,,agar,0.002,256.0,0.0,24.0,,573.0,0.24,0.62
Ti,,camphene,Metal,aluminum,Hypermer KD 4,0.01,,,,0.0,,2.0,1773.0,0.3,0.56
Ti,,camphene,Metal,aluminum,Hypermer KD 4,0.01,,,,0.0,,2.0,1773.0,0.3,0.7
Ti,,water,Metal,glass,,,agar,0.02,,0.0,24.0,2.0,1573.0,0.22,0.52
PZT,,TBA,Ceramic,,,,,,,0.0,0.0,2.0,1598.0,0.15,0.379
PZT,,TBA,Ceramic,polyamide,acacia,0.012,PVB,0.015,,0.0,0.0,2.0,1723.0,0.3,0.5
PZT,,TBA,Ceramic,polyamide,acacia,0.012,PVB,0.015,,0.0,0.0,2.0,1723.0,0.25,0.55
PZT,,TBA,Ceramic,polyamide,acacia,0.012,PVB,0.015,,0.0,0.0,2.0,1723.0,0.35,0.44
PZT,,TBA,Ceramic,polyamide,acacia,0.012,PVB,0.015,,0.0,0.0,2.0,1723.0,0.4,0.32
PZT,,TBA,Ceramic,polyamide,acacia,0.012,PVB,0.015,,0.0,0.0,2.0,1723.0,0.35,0.44
PZT,,TBA,Ceramic,polyamide,acacia,0.012,PVB,0.015,,0.0,0.0,2.0,1723.0,0.4,0.32
PZT,,TBA,Ceramic,polyamide,acacia,0.012,PVB,0.015,,0.0,0.0,2.0,1723.0,0.3,0.5
PZT,,TBA,Ceramic,polyamide,acacia,0.012,PVB,0.015,,0.0,0.0,2.0,1723.0,0.2,0.7
PZT,,TBA,Ceramic,polyamide,acacia,0.012,PVB,0.015,,0.0,0.0,2.0,1723.0,0.2,0.7
PZT,,TBA,Ceramic,polyamide,acacia,0.012,PVB,0.015,,0.0,0.0,2.0,1723.0,0.25,0.55
PZT,,TBA,Ceramic,,,,,,,0.0,0.0,2.0,1573.0,0.15,0.499
PZT,,TBA,Ceramic,,,,,,,0.0,0.0,2.0,1573.0,0.1,0.586
PZT,,TBA,Ceramic,,,,,,,0.0,0.0,2.0,1623.0,0.1,0.51
PZT,,TBA,Ceramic,,,,,,,0.0,0.0,2.0,1623.0,0.15,0.413
PZT,,TBA,Ceramic,,,,,,,0.0,0.0,2.0,1623.0,0.1,0.41
PZT,,TBA,Ceramic,,,,,,,0.0,0.0,2.0,1673.0,0.1,0.371
PZT,,TBA,Ceramic,,,,,,,0.0,0.0,2.0,1623.0,0.15,0.331
PZT,,TBA,Ceramic,,,,,,,0.0,0.0,2.0,1673.0,0.15,0.313
PZT,,TBA,Ceramic,polyamide,acacia,0.012,PVB,0.015,,0.0,0.0,2.0,1723.0,0.4,0.28
PZT,,TBA,Ceramic,polyamide,acacia,0.012,PVB,0.015,,0.0,0.0,2.0,1723.0,0.35,0.4
PZT,,TBA,Ceramic,polyamide,acacia,0.012,PVB,0.015,,0.0,0.0,2.0,1723.0,0.3,0.5
PZT,,TBA,Ceramic,polyamide,acacia,0.012,PVB,0.015,,0.0,0.0,2.0,1723.0,0.2,0.58
PZT,,TBA,Ceramic,polyamide,acacia,0.012,PVB,0.015,,0.0,0.0,2.0,1723.0,0.25,0.58
PZT,,TBA,Ceramic,polyamide,acacia,0.012,PVB,0.015,,0.0,0.0,2.0,1723.0,0.15,0.67
PZT,,TBA,Ceramic,,acacia,0.012,PVB,0.015,243.0,0.0,48.0,2.0,1723.0,0.4,0.28
PZT,,TBA,Ceramic,polyamide,acacia,0.012,PVB,0.015,,0.0,0.0,2.0,1723.0,0.4,0.3
PZT,,TBA,Ceramic,polyamide,acacia,0.012,PVB,0.015,,0.0,0.0,2.0,1723.0,0.35,0.41
PZT,,TBA,Ceramic,,acacia,0.012,PVB,0.015,243.0,0.0,48.0,2.0,1723.0,0.35,0.42
PZT,,TBA,Ceramic,,acacia,0.012,PVB,0.015,243.0,0.0,48.0,2.0,1723.0,0.3,0.46
PZT,,TBA,Ceramic,polyamide,acacia,0.012,PVB,0.015,,0.0,0.0,2.0,1723.0,0.3,0.49
PZT,,TBA,Ceramic,,acacia,0.012,PVB,0.015,243.0,0.0,48.0,2.0,1723.0,0.25,0.55
PZT,,TBA,Ceramic,polyamide,acacia,0.012,PVB,0.015,,0.0,0.0,2.0,1723.0,0.25,0.57
PZT,,TBA,Ceramic,polyamide,acacia,0.012,PVB,0.015,,0.0,0.0,2.0,1723.0,0.2,0.6
PZT,,TBA,Ceramic,,acacia,0.012,PVB,0.015,243.0,0.0,48.0,2.0,1723.0,0.2,0.62
PZT,,TBA,Ceramic,,acacia,0.012,PVB,0.015,243.0,0.0,48.0,2.0,1673.0,0.15,0.7
PZT,,TBA,Ceramic,,,,,,,0.0,0.0,2.0,1623.0,0.15,0.239
PZT,,TBA,Ceramic,,,,,,,0.0,0.0,2.0,1573.0,0.15,0.453
PZT,,TBA,Ceramic,,,,,,,0.0,0.0,2.0,1573.0,0.15,0.495
PZT,,TBA,Ceramic,,,,,,,0.0,0.0,2.0,1573.0,0.15,0.576
PZT,,TBA,Ceramic,,acacia,0.012,PVB,0.015,243.0,0.0,48.0,2.0,1673.0,0.4,0.28
PZT,,TBA,Ceramic,polyamide,acacia,0.012,PVB,0.015,195.0,0.0,0.0,2.0,1723.0,0.4,0.28
PZT,,TBA,Ceramic,,acacia,0.012,PVB,0.015,243.0,0.0,48.0,2.0,1673.0,0.35,0.42
PZT,,TBA,Ceramic,,acacia,0.012,PVB,0.015,243.0,0.0,48.0,2.0,1673.0,0.25,0.55
PZT,,TBA,Ceramic,,acacia,0.012,PVB,0.015,243.0,0.0,48.0,2.0,1673.0,0.2,0.62
PZT,,TBA,Ceramic,,acacia,0.012,PVB,0.015,243.0,0.0,48.0,2.0,1673.0,0.3,0.46
PZT,,TBA,Ceramic,,acacia,0.012,PVB,0.015,243.0,0.0,48.0,2.0,1673.0,0.15,0.68
PZT,,TBA,Ceramic,,acacia,0.012,PVB,0.015,243.0,0.0,,2.0,1773.0,0.15,0.66
PZT,,TBA,Ceramic,polyamide,acacia,0.012,PVB,0.015,263.0,0.0,0.0,2.0,1723.0,0.3,0.53
PZT,,TBA,Ceramic,polyamide,acacia,0.012,PVB,0.015,195.0,0.0,0.0,2.0,1723.0,0.35,0.4
PZT,,TBA,Ceramic,polyamide,acacia,0.012,PVB,0.015,195.0,0.0,0.0,2.0,1723.0,0.15,0.7
PZT,,TBA,Ceramic,polyamide,acacia,0.012,PVB,0.015,195.0,0.0,0.0,2.0,1723.0,0.25,0.58
PZT,,TBA,Ceramic,polyamide,acacia,0.012,PVB,0.015,195.0,0.0,0.0,2.0,1723.0,0.2,0.58
PZT,,TBA,Ceramic,polyamide,acacia,0.012,PVB,0.015,195.0,0.0,0.0,2.0,1723.0,0.3,0.5
PZT,,TBA,Ceramic,polyamide,acacia,0.012,PVB,0.015,195.0,0.0,0.0,2.0,1723.0,0.3,0.5
PZT,,TBA,Ceramic,polyamide,acacia,0.012,PVB,0.015,213.0,0.0,0.0,2.0,1723.0,0.3,0.5
PZT,,TBA,Ceramic,polyamide,acacia,0.012,PVB,0.015,173.0,0.0,0.0,2.0,1723.0,0.3,0.48
PZT,,TBA,Ceramic,polyamide,acacia,0.012,PVB,0.015,233.0,0.0,0.0,2.0,1723.0,0.3,0.49
PZT,,TBA,Ceramic,polyamide,acacia,0.012,PVB,0.015,248.0,0.0,0.0,2.0,1723.0,0.3,0.53
PZT,,camphene,Ceramic,,Hypermer KD 4,0.03,,,293.0,0.0,48.0,2.0,1573.0,0.25,0.5
PZT,,camphene,Ceramic,,Hypermer KD 4,0.03,,,293.0,0.0,48.0,2.0,1573.0,0.2,0.6
PZT,,camphene,Ceramic,,Hypermer KD 4,0.03,,,293.0,0.0,48.0,2.0,1573.0,0.15,0.71
PZT,,camphene,Ceramic,,Hypermer KD 4,0.03,,,293.0,0.0,48.0,2.0,1573.0,0.1,0.82
chitosan,,water,Ceramic/Polymer,"plastic, noi",acetic acid,,,,253.0,0.0,6.0,,,0.0168,0.86
chitosan,HAP,water,Polymer,,acetic acid,,,,77.0,0.0,0.0,,,0.09,0.553
chitosan,HAP,water,Polymer,,acetic acid,,,,77.0,0.0,0.0,,,0.09,0.503
chitosan,HAP,water,Polymer,,acetic acid,,,,,0.0,0.0,,,0.09,0.47
chitosan,HAP,water,Polymer,,acetic acid,,,,,0.0,0.0,,,0.09,0.458
chitosan,HAP,water,Polymer,,acetic acid,,,,77.0,0.0,0.0,,,0.09,0.47
chitosan,HAP,water,Polymer,,acetic acid,,,,,0.0,0.0,,,0.09,0.338
chitosan,HAP,water,Polymer,,acetic acid,,,,77.0,0.0,0.0,,,0.09,0.621
chitosan,HAP,water,Polymer,,acetic acid,,,,,0.0,0.0,,,0.09,0.517
chitin,,water,Polymer,glass,,,PVA,0.02,77.0,0.0,24.0,,,0.0053,0.981
chitin,,water,Polymer,glass,,,PVA,0.016,77.0,0.0,24.0,,,0.0053,0.982
chitin,,water,Polymer,glass,,,PVA,0.012,77.0,0.0,24.0,,,0.008,0.983
chitin,,water,Polymer,glass,,,PVA,0.012,,0.0,24.0,,,0.008,0.984
chitin,,water,Polymer,glass,,,PVA,0.012,77.0,0.0,24.0,,,0.0053,0.986
chitin,,water,Polymer,glass,,,PVA,0.012,,0.0,24.0,,,0.0053,0.987
chitin,,water,Polymer,glass,,,PVA,0.012,,0.0,24.0,,,0.0027,0.988
chitin,,water,Polymer,glass,,,PVA,0.012,,0.0,24.0,,,0.0027,0.989
chitin,,water,Polymer,glass,,,PVA,0.004,77.0,0.0,24.0,,,0.0053,0.992
chitin,,water,Polymer,glass,,,,,77.0,0.0,24.0,,,0.0053,0.995
chitosan,,water,Polymer,PTFE,acetic acid,0.01,,,,1.0,48.0,,,0.0125,0.9836
chitosan,,water,Polymer,PTFE,acetic acid,0.01,,,,4.0,48.0,,,0.0125,0.9819
chitosan,,water,Polymer,PTFE,acetic acid,0.02,,,,1.0,48.0,,,0.03,0.966
chitosan,,water,Polymer,PTFE,acetic acid,0.02,,,,4.0,48.0,,,0.03,0.9643
Merwinite,,water,Ceramic,polyethylene,Dolapix,0.03,PVA,0.05,238.15,1.0,72.0,1.0,873.0,0.1,0.5875
Merwinite,,water,Ceramic,polyethylene,Dolapix,0.03,PVA,0.05,238.15,4.0,72.0,1.0,873.0,0.1,0.5607
Merwinite,,water,Ceramic,polyethylene,Dolapix,0.03,PVA,0.05,238.15,1.0,72.0,1.0,873.0,0.1,0.4941
Merwinite,,water,Ceramic,polyethylene,Dolapix,0.03,PVA,0.05,238.15,4.0,72.0,1.0,873.0,0.1,0.4661
HAP,TCP,water,Ceramic,glass,,,sodium alginate,0.02,,0.0,0.0,2.0,1273.0,0.1091,0.79
HAP,TCP,water,Ceramic,glass,,,sodium alginate,0.02,,0.0,0.0,2.0,1373.0,0.1091,0.79
HAP,TCP,water,Ceramic,glass,,,sodium alginate,0.02,,0.0,0.0,2.0,1373.0,0.1091,0.6
HAP,TCP,water,Ceramic,cpc,,,sodium alginate,0.02,243.0,0.0,168.0,,,0.1091,0.3
HAP,TCP,water,Ceramic,cpc,,,sodium alginate,0.02,243.0,0.0,168.0,,,0.1091,0.3
HAP,TCP,water,Ceramic,cpc,,,sodium alginate,0.02,243.0,0.0,168.0,,,0.1091,0.44
HAP,TCP,water,Ceramic,cpc,,,sodium alginate,0.02,243.0,0.0,168.0,,,0.1091,0.46
TCP,,water,Ceramic,polyproplyene,,,PVA,0.04,,0.0,0.0,1.0,873.0,0.24,0.643
HAP,TCP,water,Ceramic,glass,,,sodium alginate,0.02,,0.0,0.0,2.0,1373.0,0.1091,0.61
TCP,,water,Ceramic,polyproplyene,,,PVA,0.04,,0.0,0.0,1.0,873.0,0.24,0.54
HAP,TCP,water,Ceramic,glass,,,sodium alginate,0.02,,0.0,0.0,2.0,1373.0,0.1091,0.61
HAP,TCP,water,Ceramic,cpc,,,sodium alginate,0.02,243.0,0.0,168.0,,,0.1091,0.71
TCP,,water,Ceramic,polyproplyene,,,PVA,0.04,77.0,0.0,24.0,0.5,873.0,0.02,0.54
HAP,TCP,water,Ceramic,cpc,,,sodium alginate,0.02,243.0,0.0,168.0,,,0.1091,0.72
HAP,TCP,water,Ceramic,cpc,,,sodium alginate,0.02,243.0,0.0,168.0,,,0.1091,0.62
HAP,TCP,water,Ceramic,cpc,,,sodium alginate,0.02,243.0,0.0,168.0,,,0.1091,0.5
HAP,TCP,water,Ceramic,cpc,,,sodium alginate,0.02,243.0,0.0,168.0,,,0.1091,0.54
HAP,TCP,water,Ceramic,cpc,,,sodium alginate,0.02,243.0,0.0,168.0,,,0.1091,0.55
HAP,TCP,water,Ceramic,cpc,,,sodium alginate,0.02,243.0,0.0,168.0,,,0.1091,0.6
TCP,,water,Ceramic,PTFE,Dolapix PC21,0.01,PVA,0.01,,0.0,60.0,,723.0,0.1,0.82
TCP,,water,Ceramic,PTFE,polyacrylic acid,0.01,PVA,0.01,,0.0,48.0,,673.0,0.1,0.818
TCP,,water,Ceramic,PTFE,Dolapix PC21,0.01,PVA,0.01,,0.0,60.0,,723.0,0.1,0.82
TCP,,water,Ceramic,PTFE,polyacrylic acid,0.01,PVA,0.01,,0.0,48.0,,673.0,0.1,0.818
TCP,,water,Ceramic,PTFE,Dolapix PC21,0.01,PVA,0.01,,0.0,60.0,,723.0,0.1,0.82
TCP,,water,Ceramic,PTFE,polyacrylic acid,0.01,PVA,0.01,,0.0,48.0,,673.0,0.2,0.67
TCP,,water,Ceramic,PTFE,Dolapix PC21,0.01,PVA,0.01,,0.0,60.0,,723.0,0.2,0.68
TCP,,water,Ceramic,PTFE,Dolapix PC21,0.01,PVA,0.01,,0.0,60.0,,723.0,0.2,0.68
TCP,,water,Ceramic,PTFE,Dolapix PC21,0.01,PVA,0.01,,0.0,60.0,,723.0,0.3,0.51
TCP,,water,Ceramic,PTFE,polyacrylic acid,0.01,PVA,0.01,,0.0,48.0,,673.0,0.2,0.67
TCP,,water,Ceramic,PTFE,polyacrylic acid,0.01,PVA,0.01,,0.0,48.0,,673.0,0.3,0.489
TCP,,water,Ceramic,PTFE,Dolapix PC21,0.01,PVA,0.01,,0.0,60.0,,723.0,0.2,0.68
TCP,,water,Ceramic,PTFE,polyacrylic acid,0.01,PVA,0.01,,0.0,48.0,,673.0,0.3,0.489
TCP,,water,Ceramic,PTFE,Dolapix PC21,0.01,PVA,0.01,,0.0,60.0,,723.0,0.3,0.51
TCP,,water,Ceramic,PTFE,Dolapix PC21,0.01,PVA,0.01,,0.0,60.0,,723.0,0.3,0.51
TCP,,water,Ceramic,PTFE,polyacrylic acid,0.01,PVA,0.01,,0.0,48.0,,673.0,0.2,0.665
TCP,,water,Ceramic,PTFE,polyacrylic acid,0.01,PVA,0.01,,0.0,48.0,,673.0,0.1,0.856
HAP,TCP,water,Ceramic,cpc,,,sodium alginate,0.02,243.0,0.0,168.0,,,0.1091,0.9
TCP,,water,Ceramic,PTFE,polyacrylic acid,0.01,PVA,0.01,,0.0,48.0,,673.0,0.2,0.658
TCP,,water,Ceramic,PTFE,polyacrylic acid,0.01,PVA,0.01,,0.0,48.0,,673.0,0.3,0.501
TCP,,water,Ceramic,PTFE,polyacrylic acid,0.01,PVA,0.01,,0.0,48.0,,673.0,0.2,0.686
YSZ,,water,Ceramic,,Darvan 7-N,0.012,PVA,0.03,243.0,0.0,24.0,,873.0,0.23,0.934
YSZ,,TBA,Ceramic,,,,,,,0.0,,2.0,1823.0,0.15,0.78
YSZ,,TBA,Ceramic,,,,,,,0.0,,2.0,1823.0,0.15,0.78
YSZ,,TBA,Ceramic,,,,,,,0.0,,2.0,1823.0,0.15,0.78
YSZ,,TBA,Ceramic,,,,,,,0.0,,2.0,1823.0,0.15,0.4
YSZ,,TBA,Ceramic,,,,,,,0.0,,2.0,1823.0,0.15,0.4
YSZ,,TBA,Ceramic,,,,,,,0.0,,2.0,1823.0,0.15,0.4
YSZ,,TBA,Ceramic,,,,,,,0.0,,2.0,1773.0,0.1,0.759
YSZ,,water,Ceramic,PTFE,Prox B03,0.0075,PVA,0.03,,25.0,48.0,5.0,773.0,0.27,0.545
YSZ,,water,Ceramic,PTFE,Prox B03,0.0075,PVA,0.03,,2.0,48.0,5.0,773.0,0.27,0.537
YSZ,,water,Ceramic,PTFE,Prox B03,0.0075,PVA,0.03,,2.0,48.0,5.0,773.0,0.27,0.531
YSZ,,camphene,Ceramic,polyethylene,,,,,278.0,0.0,,2.0,1823.0,0.2,0.67
YSZ,,water,Ceramic,silicone,,,PVA,0.06,255.0,0.0,24.0,2.0,873.0,0.3297,0.52
YSZ,,camphene,Ceramic,,Texaphor 963,0.05,,,,0.0,24.0,2.0,1823.0,0.2,0.67
YSZ,,water,Ceramic,,Darvan 7-N,0.012,PVA,0.03,,0.0,24.0,,873.0,0.23,0.932
YSZ,,TBA,Ceramic,,,,,,,0.0,,2.0,1773.0,0.15,0.718
YSZ,,TBA,Ceramic,,,,,,,0.0,,2.0,1773.0,0.1,0.742
YSZ,,TBA,Ceramic,,,,,,,0.0,,2.0,1773.0,0.15,0.65
YSZ,,TBA,Ceramic,,,,,,,0.0,,2.0,1773.0,0.1,0.724
YSZ,,TBA,Ceramic,,,,,,,0.0,,2.0,1823.0,0.15,0.515
YSZ,,TBA,Ceramic,,,,,,,0.0,,2.0,1773.0,0.15,0.631
YSZ,,camphene,Ceramic,,Texaphor 963,0.05,,,,0.0,,1.0,973.0,0.1,0.815
YSZ,,camphene,Ceramic,,Texaphor 963,0.05,,,,0.0,,1.0,973.0,0.15,0.84
YSZ,,camphene,Ceramic,,Texaphor 963,0.05,,,288.0,0.0,24.0,1.0,973.0,0.1,0.67
YSZ,,water,Ceramic,PTFE,Prox B03,0.0075,PVA,0.03,,2.0,48.0,5.0,773.0,0.2,0.717
YSZ,,water,Ceramic,silicone,,,,,255.0,0.0,24.0,2.0,873.0,0.3297,0.43
YSZ,,TBA,Ceramic,,,,,,,0.0,,2.0,1873.0,0.1,0.656
YSZ,,water,Ceramic,silicone,,,PVA,0.06,255.0,0.0,24.0,2.0,873.0,0.3297,0.65
YSZ,,TBA,Ceramic,,,,,,,0.0,,2.0,1873.0,0.15,0.564
YSZ,,camphene,Ceramic,,Texaphor 963,0.05,,,,0.0,,1.0,973.0,0.15,0.77
YSZ,,camphene,Ceramic,,Texaphor 963,0.05,,,288.0,0.0,24.0,1.0,973.0,0.15,0.74
YSZ,,camphene,Ceramic,,Texaphor 963,0.05,,,,0.0,,1.0,973.0,0.15,0.744
YSZ,,camphene,Ceramic,,Texaphor 963,0.05,,,,0.0,,1.0,973.0,0.2,0.655
YSZ,,camphene,Ceramic,,Texaphor 963,0.05,,,,0.0,24.0,2.0,1823.0,0.15,0.75
YSZ,,water,Ceramic,glass,,,PVA,0.02,255.0,0.0,24.0,2.0,873.0,0.3297,0.5
YSZ,,water,Ceramic,glass,,,PVA,0.02,255.0,0.0,24.0,2.0,873.0,0.3297,0.5
YSZ,,water,Ceramic,glass,,,PVA,0.02,255.0,0.0,24.0,2.0,873.0,0.3297,0.5
YSZ,,water,Ceramic,glass,,,PVA,0.02,255.0,0.0,24.0,2.0,873.0,0.3297,0.5
SiO2,,water,Ceramic,glass,,,PVA,0.02,255.0,0.0,24.0,2.0,873.0,0.3297,0.5
SiO2,,water,Ceramic,glass,,,PVA,0.02,255.0,0.0,24.0,2.0,873.0,0.3297,0.5
SiO2,,water,Ceramic,glass,,,PVA,0.02,255.0,0.0,24.0,2.0,873.0,0.3297,0.5
SiO2,,water,Ceramic,glass,,,PVA,0.02,255.0,0.0,24.0,2.0,873.0,0.3297,0.5
YSZ,,water,Ceramic,glass,,,PVA,0.02,253.0,0.0,24.0,2.0,873.0,0.3297,0.5
YSZ,,water,Ceramic,glass,,,PVA,0.02,253.0,0.0,24.0,2.0,873.0,0.3297,0.5
YSZ,,water,Ceramic,glass,,,PVA,0.02,253.0,0.0,24.0,2.0,873.0,0.3297,0.5
YSZ,,water,Ceramic,glass,,,PVA,0.02,253.0,0.0,24.0,2.0,873.0,0.3297,0.5
SiO2,,water,Ceramic,glass,,,PVA,0.02,253.0,0.0,24.0,2.0,873.0,0.3297,0.5
SiO2,,water,Ceramic,glass,,,PVA,0.02,253.0,0.0,24.0,2.0,873.0,0.3297,0.5
SiO2,,water,Ceramic,glass,,,PVA,0.02,253.0,0.0,24.0,2.0,873.0,0.3297,0.5
SiO2,,water,Ceramic,glass,,,PVA,0.02,253.0,0.0,24.0,2.0,873.0,0.3297,0.5
YSZ,,water,Ceramic,silicone,,,PVA,0.02,255.0,0.0,24.0,2.0,873.0,0.3297,0.5
YSZ,,water,Ceramic,silicone,,,PVA,0.02,255.0,0.0,24.0,2.0,873.0,0.3297,0.5
YSZ,,water,Ceramic,silicone,,,PVA,0.02,255.0,0.0,24.0,2.0,873.0,0.3297,0.5
YSZ,,water,Ceramic,silicone,,,PVA,0.02,255.0,0.0,24.0,2.0,873.0,0.3297,0.5
SiO2,,water,Ceramic,silicone,,,PVA,0.02,255.0,0.0,24.0,2.0,873.0,0.3297,0.5
SiO2,,water,Ceramic,silicone,,,PVA,0.02,255.0,0.0,24.0,2.0,873.0,0.3297,0.5
SiO2,,water,Ceramic,silicone,,,PVA,0.02,255.0,0.0,24.0,2.0,873.0,0.3297,0.5
SiO2,,water,Ceramic,silicone,,,PVA,0.02,255.0,0.0,24.0,2.0,873.0,0.3297,0.5
YSZ,,water,Ceramic,silicone,,,PVA,0.02,253.0,0.0,24.0,2.0,873.0,0.3297,0.5
YSZ,,water,Ceramic,silicone,,,PVA,0.02,253.0,0.0,24.0,2.0,873.0,0.3297,0.5
YSZ,,water,Ceramic,silicone,,,PVA,0.02,253.0,0.0,24.0,2.0,873.0,0.3297,0.5
YSZ,,water,Ceramic,silicone,,,PVA,0.02,253.0,0.0,24.0,2.0,873.0,0.3297,0.5
SiO2,,water,Ceramic,silicone,,,PVA,0.02,253.0,0.0,24.0,2.0,873.0,0.3297,0.5
SiO2,,water,Ceramic,silicone,,,PVA,0.02,253.0,0.0,24.0,2.0,873.0,0.3297,0.5
SiO2,,water,Ceramic,silicone,,,PVA,0.02,253.0,0.0,24.0,2.0,873.0,0.3297,0.5
SiO2,,water,Ceramic,silicone,,,PVA,0.02,253.0,0.0,24.0,2.0,873.0,0.3297,0.5
YSZ,,camphene,Ceramic,,Texaphor 963,0.05,,,,0.0,,1.0,973.0,0.15,0.73
YSZ,,camphene,Ceramic,,Texaphor 963,0.05,,,288.0,0.0,24.0,1.0,973.0,0.2,0.85
YSZ,,water,Ceramic,silicone,,,PVA,0.04,255.0,0.0,24.0,2.0,873.0,0.3297,0.54
YSZ,,camphene,Ceramic,polyethylene,,,,,278.0,0.0,,2.0,1823.0,0.1,0.85
YSZ,,water,Ceramic,silicone,,,PVA,0.02,255.0,0.0,24.0,2.0,873.0,0.3297,0.57
YSZ,,water,Ceramic,silicone,,,PVA,0.04,255.0,0.0,24.0,2.0,873.0,0.3297,0.6
YSZ,,water,Ceramic,silicone,,,,,255.0,0.0,24.0,2.0,873.0,0.3297,0.35
YSZ,,water,Ceramic,PTFE,Prox B03,0.0075,PVA,0.03,,2.0,48.0,5.0,773.0,0.23,0.705
YSZ,,camphene,Ceramic,,Texaphor 963,0.05,,,,0.0,24.0,2.0,1823.0,0.1,0.82
YSZ,,water,Ceramic,silicone,,,PVA,0.04,255.0,0.0,24.0,2.0,873.0,0.3297,0.57
YSZ,,TBA,Ceramic,,citric acid,0.02,,,,0.0,12.0,1.0,873.0,0.08,0.35
YSZ,,TBA,Ceramic,,citric acid,0.02,,,,0.0,12.0,1.0,873.0,0.06,0.43
YSZ,,TBA,Ceramic,,citric acid,0.02,,,,0.0,12.0,1.0,873.0,0.08,0.47
